Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	31214	31456	-	DALOPK_01075		Relaxase	SO:0001217, UniRef:UniRef50_A0A2P9EC95
contig_2	cds	31725	32219	+	DALOPK_01080		Delta-FipA	SO:0001217, UniRef:UniRef50_L0R2L2
contig_2	cds	32393	32926	-	DALOPK_01085		Endonuclease	SO:0001217, UniRef:UniRef50_A0A198GLY4
contig_2	cds	32926	33921	-	DALOPK_01090		Type IV secretion system protein	SO:0001217, UniRef:UniRef50_A0A8G9M874
contig_2	cds	33963	35123	-	DALOPK_01095	traF	TraF protein	SO:0001217, UniRef:UniRef50_Q46705
contig_2	cds	35123	36007	-	DALOPK_01100	traO	TraO protein	SO:0001217, UniRef:UniRef50_Q46704
contig_2	cds	36018	36716	-	DALOPK_01105	traE	TraE protein	SO:0001217, UniRef:UniRef50_Q46703
contig_2	cds	36935	37975	-	DALOPK_01110	traD	Conjugal transfer protein TraD	SO:0001217, UniRef:UniRef50_G1CCV4
contig_2	cds	37991	38218	-	DALOPK_01115	eexN	IncN-type entry exclusion lipoprotein EexN	BlastRules:WP_000734973, SO:0001217, UniRef:UniRef50_E2EAP1
contig_2	cds	38226	38939	-	DALOPK_01120	traC	TraC	SO:0001217, UniRef:UniRef50_G1CCV6
contig_2	cds	38957	41557	-	DALOPK_01125	traB	Conjugal transfer protein TraB	SO:0001217, UniRef:UniRef50_Q0ZKR5
contig_2	cds	41557	41874	-	DALOPK_01130	traA	Conjugal transfer protein TraA	SO:0001217, UniRef:UniRef50_G1CCV8
contig_2	cds	41924	42217	-	DALOPK_01135	traM	Conjugal transfer protein TraM	SO:0001217, UniRef:UniRef50_Q46696
contig_2	cds	42227	42508	-	DALOPK_01140		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6C7H3D7
contig_2	cds	42517	43251	-	DALOPK_01145		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_F6IB97
contig_2	cds	43360	43665	+	DALOPK_01150		hypothetical protein	
contig_2	cds	43681	44025	+	DALOPK_01155		CDP-alcohol phosphatidyltransferase family protein	SO:0001217, UniRef:UniRef50_A0A2Z5VJK5
contig_2	cds	44022	44336	+	DALOPK_01160		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_A0A379D0F1
contig_2	cds	44372	44683	+	DALOPK_01165		hypothetical protein	
contig_2	cds	44739	45380	+	DALOPK_01170		Restriction endonuclease	SO:0001217, UniRef:UniRef50_A0A2S1BJ74
contig_2	cds	45385	45591	+	DALOPK_01175		DNA-binding protein	SO:0001217, UniRef:UniRef50_F6IBA3
contig_2	cds	45602	45868	-	DALOPK_01180		Zn-Tnp-IS1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A348DMF8
contig_2	cds	45973	47406	+	DALOPK_01185		Type II methyltransferase M-EcoRII	SO:0001217, UniRef:UniRef50_P05101
contig_2	cds	47440	48654	-	DALOPK_01190		type II site-specific deoxyribonuclease	BlastRules:WP_143212653, SO:0001217, UniRef:UniRef50_P14633
contig_2	cds	48915	49679	-	DALOPK_01195		IS6-like element IS6100 family transposase	BlastRules:WP_001389365, SO:0001217, UniRef:UniRef50_A0A5P9CVE5
contig_2	cds	50066	50203	+	DALOPK_01200		hypothetical protein	
contig_2	cds	50186	50686	-	DALOPK_01205		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A899NBB6
contig_2	cds	50814	51653	-	DALOPK_01210	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBIProtein:WP_000259031.1, SO:0001217, UniRef:UniRef50_A0A3M1L060
contig_2	cds	51758	52048	+	DALOPK_01215		hypothetical protein	PFAM:PF02954.22
contig_2	cds	52144	52788	+	DALOPK_01220	qnrB2	quinolone resistance pentapeptide repeat protein QnrB2	NCBIProtein:WP_012695489.1, SO:0001217, UniRef:UniRef50_A0A2C6DQ40
contig_2	oriC	52789	54588	?			origin of replication	
contig_2	cds	52830	53282	-	DALOPK_01225		Signal peptide protein	SO:0001217, UniRef:UniRef50_A0A071M1M7
contig_2	cds	53817	54467	+	DALOPK_01230		Dipeptide-binding protein	SO:0001217, UniRef:UniRef50_A0A4U9HZD2
contig_2	cds	54589	56130	-	DALOPK_01235		IS91 family transposase	SO:0001217, UniRef:UniRef50_A0A349X582
contig_2	cds	56535	57374	-	DALOPK_01240	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBIProtein:WP_000259031.1, SO:0001217, UniRef:UniRef50_A0A3M1L060
contig_2	cds	57368	57715	-	DALOPK_01245	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NCBIProtein:WP_000679427.1, SO:0001217, UniRef:UniRef50_A0A2Z3XFM5
contig_2	cds	57899	58372	-	DALOPK_01250	dfrA25	trimethoprim-resistant dihydrofolate reductase DfrA25	NCBIProtein:WP_029391998.1, SO:0001217, UniRef:UniRef50_Q934B2
contig_2	ncRNA-region	58370	58438	-			putative aminoglycoside riboswitch / attI site	RFAM:RF02912, SO:0000035
contig_2	cds	58528	59541	+	DALOPK_01255	intI1	class 1 integron integrase IntI1	BlastRules:WP_000845054, SO:0001217, UniRef:UniRef50_A0A257FG49
contig_2	cds	59934	60413	+	DALOPK_01260		Resolvase/invertase-type recombinase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C7H1M7
contig_2	cds	61037	62356	+	DALOPK_01265	tnp	IS1182 family ISKpn6 transposase	IS:ISKpn6, SO:0001217, UniRef:UniRef50_A0A2Z2P096
contig_2	cds	62606	63487	-	DALOPK_01270	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NCBIProtein:WP_004199234.1, SO:0001217, UniRef:UniRef50_Q848S6
contig_2	cds	63539	63778	-	DALOPK_01275		hypothetical protein	
contig_2	cds	63775	64554	-	DALOPK_01280	istB	IS21-like element ISKpn7 family helper ATPase IstB	BlastRules:WP_004152394, SO:0001217, UniRef:UniRef50_A0A1Y0FGF8
contig_2	cds	64551	65576	-	DALOPK_01285	tnp	IS21 family ISKpn7 transposase	IS:ISKpn7, SO:0001217, UniRef:UniRef50_A0A1Y0FKH1
contig_2	cds	65683	68712	-	DALOPK_01290	tnpA	Tn3-like element Tn4401 family transposase	BlastRules:WP_004152392, SO:0001217, UniRef:UniRef50_A0A376VVM6
contig_2	cds	68822	70537	+	DALOPK_01295	tnpR	Tn3-like element Tn4401 family resolvase TnpR	BlastRules:WP_004152391, SO:0001217, UniRef:UniRef50_A0A063BFN6
contig_2	cds	70832	70987	+	DALOPK_01300		Transposase	SO:0001217, UniRef:UniRef50_H6X424
contig_2	cds	71036	72028	+	DALOPK_01305		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A0H3FIW9
contig_2	cds	72550	73032	-	DALOPK_01310	blaTEM	TEM family class A beta-lactamase	NCBIProtein:WP_000027057.1
contig_2	cds	73144	73848	-	DALOPK_01315	tnp	IS6 family IS15DIV transposase	IS:IS15DIV, SO:0001217, UniRef:UniRef50_Q573Q1
contig_2	cds	73895	75163	-	DALOPK_01320		Integrase catalytic region	SO:0001217, UniRef:UniRef50_C5TC55
contig_2	cds	75238	75945	-	DALOPK_01325		hypothetical protein	PFAM:PF00563.23
contig_2	cds	75942	76178	-	DALOPK_01330	merE	broad-spectrum mercury transporter MerE	NCBIFam:NF010310.2, SO:0001217, UniRef:UniRef50_Q935L2
contig_2	cds	76175	76537	-	DALOPK_01335	merD	mercury resistance co-regulator MerD	NCBIFam:NF033783.1, SO:0001217, UniRef:UniRef50_A0A2R3IL41
contig_2	cds	76555	78249	-	DALOPK_01340	merA	mercury(II) reductase	NCBIFam:TIGR02053.1, SO:0001217, UniRef:UniRef50_P00392
contig_2	cds	78301	78723	-	DALOPK_01345	merC	organomercurial transporter MerC	NCBIProtein:AAC33908.1, SO:0001217, UniRef:UniRef50_A0A0A1H6J0
contig_2	cds	78885	79262	-	DALOPK_01350		Transposase	SO:0001217, UniRef:UniRef50_A0A6N3QHQ2
contig_2	cds	79307	79582	-	DALOPK_01355	tnp	IS1 family ISKpn14 transposase ORF A	IS:ISKpn14, SO:0001217, UniRef:UniRef50_A0A2I8SHZ5
contig_2	cds	79616	80326	-	DALOPK_01360	recF	DNA replication and repair protein RecF	SO:0001217, UniRef:UniRef50_A0A6G7ICR3
contig_2	cds	80400	80801	-	DALOPK_01365	vapC	Ribonuclease VapC	SO:0001217, UniRef:UniRef50_A0A833V3M6
contig_2	cds	80813	81043	-	DALOPK_01370		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_Q0H049
contig_2	cds	81631	81849	+	DALOPK_01375		hypothetical protein	PFAM:PF07362.15
contig_2	cds	81851	82156	+	DALOPK_01380	ccdB	Toxin CcdB	SO:0001217, UniRef:UniRef50_A0A0J5FXM9
contig_2	cds	82202	83347	+	DALOPK_01385		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1G4DF59
contig_2	cds	83342	83485	-	DALOPK_01390		hypothetical protein	
contig_2	cds	83545	84339	+	DALOPK_01395	resD	Resolvase ResD	SO:0001217, UniRef:UniRef50_A0A2P9E5F7
contig_2	cds	84426	84623	-	DALOPK_01400		hypothetical protein	
contig_2	cds	84795	85097	-	DALOPK_01405		Par-like protein	SO:0001217, UniRef:UniRef50_S1PMW8
contig_2	cds	85094	85720	-	DALOPK_01410	parA	ParA family plasmid-partitioning AAA ATPase	BlastRules:WP_010260829, SO:0001217, UniRef:UniRef50_A0A1T4UUQ7
contig_2	cds	86353	87228	-	DALOPK_01415	repB	RepB family plasmid replication initiator protein	SO:0001217, UniRef:UniRef50_A0A1I3SCP3
contig_2	cds	87640	88911	-	DALOPK_01420	umuC	Protein UmuC	SO:0001217, UniRef:UniRef50_P04152
contig_2	cds	88911	89342	-	DALOPK_01425	samA	Protein SamA	SO:0001217, UniRef:UniRef50_A0A379XIG3
contig_2	cds	89577	90548	+	DALOPK_01430	stbA	StbA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7I7AGK1
contig_2	cds	90551	91222	+	DALOPK_01435		Mediator of plasmid stability	SO:0001217, UniRef:UniRef50_A0A3G4RIK5
contig_2	cds	91285	91515	+	DALOPK_01440		DUF2892 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q8YLE1
contig_2	cds	91952	92653	+	DALOPK_01445	yubD	Putative methylase YubD	SO:0001217, UniRef:UniRef50_Q9S4X2
contig_2	cds	92653	92874	+	DALOPK_01450		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A093DB27
contig_2	cds	92884	93303	+	DALOPK_01455		DUF1380 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2X3IUI6
contig_2	cds	93357	94124	+	DALOPK_01460		Inner membrane protein	SO:0001217, UniRef:UniRef50_F1C5P6
contig_2	cds	94757	95185	+	DALOPK_01465		Antirestriction protein	SO:0001217, UniRef:UniRef50_A0A069FPX5
contig_2	cds	95228	95734	+	DALOPK_01470	ardA	Antirestriction protein ArdA	SO:0001217, UniRef:UniRef50_A0A663AP84
contig_2	cds	95777	95968	+	DALOPK_01475		Plasmid protein	SO:0001217, UniRef:UniRef50_Q1A2M1
contig_2	cds	96156	96410	+	DALOPK_01480		DNA polymerase III subunit theta	SO:0001217, UniRef:UniRef50_W9BAL1
contig_2	cds	96445	96762	+	DALOPK_01485		Transporter	SO:0001217, UniRef:UniRef50_A0A7H4N997
contig_2	cds	97558	98100	+	DALOPK_01490		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A4V3UXC0
contig_2	cds	98149	98397	+	DALOPK_01495		DUF905 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2N0VUA9
contig_2	cds	98467	100524	+	DALOPK_01500		ParB/RepB/Spo0J family partition protein	SO:0001217, UniRef:UniRef50_A0A0H2W0J9
contig_2	cds	100569	101000	+	DALOPK_01505	psiB	Protein PsiB	SO:0001217, UniRef:UniRef50_P10032
contig_2	cds	100997	101725	+	DALOPK_01510		Plasmid SOS inhibition protein A	SO:0001217, UniRef:UniRef50_A0A0J1M3S7
contig_2	cds	101722	102048	+	DALOPK_01515		Theronine dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0C7AUG8
contig_2	cds	102104	102478	+	DALOPK_01520		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A078JZ49
contig_2	ncRNA	102537	102711	+	DALOPK_01525	sok	sok antitoxin (CssrC)	RFAM:RF01794, SO:0000655
contig_2	cds	102682	103203	+	DALOPK_01530	tnp	IS3 family ISKpn8 transposase ORF A	IS:ISKpn8, SO:0001217, UniRef:UniRef50_F5NU29
contig_2	cds	103200	104051	+	DALOPK_01535	tnp	IS3 family ISKpn8 transposase ORF B	IS:ISKpn8, SO:0001217, UniRef:UniRef50_K0PYB1
contig_2	cds	104152	104310	+	DALOPK_01540		Type I toxin-antitoxin system Hok family toxin	SO:0001217, UniRef:UniRef50_A0A7G5F650
contig_2	cds	104612	104842	-	DALOPK_01545		hypothetical protein	
contig_2	cds	105009	105281	+	DALOPK_01550		TAXi-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP9
contig_2	cds	105278	105628	+	DALOPK_01555		hypothetical protein	
contig_2	cds	105643	105960	+	DALOPK_01560		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A1Q8YUK3
contig_2	cds	106800	107156	+	DALOPK_01565		Dopa decarboxylase protein remnant	SO:0001217, UniRef:UniRef50_S5N495
contig_2	cds	107217	107429	+	DALOPK_01570		hypothetical protein	
contig_2	cds	107440	107664	+	DALOPK_01575		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A377YU09
contig_2	cds	107745	108065	+	DALOPK_01580		Type II toxin-antitoxin system RelE/ParE family toxin	SO:0001217, UniRef:UniRef50_A0A7I6U733
contig_2	cds	108055	108333	+	DALOPK_01585		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUS1
contig_2	cds	108334	108747	+	DALOPK_01590		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_G9G282
contig_2	cds	109465	109845	+	DALOPK_01595		hypothetical protein	
contig_2	cds	109912	110259	+	DALOPK_01600		DUF559 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U4T8H9
contig_2	cds	110354	110500	+	DALOPK_01605		Succinate dehydrogenase flavoprotein subunit	SO:0001217, UniRef:UniRef50_J6IMA8
contig_2	cds	110551	111384	+	DALOPK_01610		N6-Mtase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUH5
contig_2	cds	111211	111591	-	DALOPK_01615		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A078K4K2
contig_2	cds	112201	113022	+	DALOPK_01620		DUF945 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E4GNX1
contig_2	cds	113022	113384	+	DALOPK_01625		FYR N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E1CN52
contig_2	cds	113417	113902	-	DALOPK_01630		SLT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4V7SNL5
contig_2	cds	114326	114709	+	DALOPK_01635	traM	Relaxosome protein TraM	SO:0001217, UniRef:UniRef50_A0A2P9E0A8
contig_2	ncRNA	114838	114915	-	DALOPK_01640	finP	FinP	RFAM:RF00107, SO:0000655
contig_2	cds	114909	115625	+	DALOPK_01645	traJ	Conjugal transfer transcriptional regulator TraJ	SO:0001217, UniRef:UniRef50_A0A2S1FVE4
contig_2	cds	116029	116397	+	DALOPK_01650		Pilin	SO:0001217, UniRef:UniRef50_P04737
contig_2	cds	116411	116716	+	DALOPK_01655	traL	Protein TraL	SO:0001217, UniRef:UniRef50_A0A2A7U827
contig_2	cds	116736	117302	+	DALOPK_01660	traE	Protein TraE	SO:0001217, UniRef:UniRef50_P08322
contig_2	cds	117289	118029	+	DALOPK_01665	traK	TraK protein	SO:0001217, UniRef:UniRef50_A0A8H9E1S4
contig_2	cds	118029	119453	+	DALOPK_01670	traB	Conjugal transfer protein TraB	SO:0001217, UniRef:UniRef50_A0A7M1HZG2
contig_2	cds	119446	120042	+	DALOPK_01675	traP	Conjugal transfer protein TraP	SO:0001217, UniRef:UniRef50_A0A8A6WLW4
contig_2	cds	120077	120649	+	DALOPK_01680	traV	TraV protein	SO:0001217, UniRef:UniRef50_Q65AH6
contig_2	cds	121542	121760	+	DALOPK_01685		hypothetical protein	
contig_2	cds	121761	122078	+	DALOPK_01690		Group-specific protein	SO:0001217, UniRef:UniRef50_U9YTM4
contig_2	cds	122145	122549	+	DALOPK_01695		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP8
contig_2	cds	122592	122891	+	DALOPK_01700	hdeA	Acid stress chaperone HdeA	SO:0001217, UniRef:UniRef50_W1EDG8
contig_2	cds	122908	123297	+	DALOPK_01705		Transmembrane protein	SO:0001217, UniRef:UniRef50_G9G2K2
contig_2	cds	123369	126008	+	DALOPK_01710	traC	Conjugal transfer ATP-binding protein TraC	SO:0001217, UniRef:UniRef50_A0A483G4M3
contig_2	cds	126008	126397	+	DALOPK_01715	trbI	Type-F conjugative transfer system protein TrbI	SO:0001217, UniRef:UniRef50_A0A660G2X5
contig_2	cds	126397	127023	+	DALOPK_01720	traW	TraW protein	SO:0001217, UniRef:UniRef50_Q65AH1
contig_2	cds	127065	127454	+	DALOPK_01725		DUF4381 domain-containing protein	SO:0001217, UniRef:UniRef50_D4HQL1
contig_2	cds	127451	128440	+	DALOPK_01730	traU	Conjugal transfer pilus assembly protein TraU	SO:0001217, UniRef:UniRef50_A0A377XBC4
contig_2	cds	128453	129091	+	DALOPK_01735	trbC	Type-F conjugative transfer system pilin assembly protein TrbC	SO:0001217, UniRef:UniRef50_A0A328TUH1
contig_2	cds	129150	131105	+	DALOPK_01740	traN	Type-F conjugative transfer system mating-pair stabilization protein TraN	SO:0001217, UniRef:UniRef50_A0A483K5L9
contig_2	cds	131137	131373	+	DALOPK_01745	trbE	Conjugal transfer protein TrbE	SO:0001217, UniRef:UniRef50_A0A7H4N3R5
contig_2	cds	131370	131555	+	DALOPK_01750		Succinate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A483I570
contig_2	cds	131601	131927	+	DALOPK_01755		DUF2500 domain-containing protein	SO:0001217, UniRef:UniRef50_G9G2J2
contig_2	cds	131948	132700	+	DALOPK_01760	traF	Type-F conjugative transfer system pilin assembly protein TraF	SO:0001217, UniRef:UniRef50_A0A7S9DQZ0
contig_2	cds	132711	132950	+	DALOPK_01765	traQ	Conjugal transfer pilin chaperone TraQ	SO:0001217, UniRef:UniRef50_A0A485D2U1
contig_2	cds	132922	133479	+	DALOPK_01770	trbB	Type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB	SO:0001217, UniRef:UniRef50_A0A1Q6ASH6
contig_2	cds	133525	133968	+	DALOPK_01775	trbF	Conjugal transfer protein TrbF	SO:0001217, UniRef:UniRef50_A0A7D5FZA7
contig_2	cds	133958	135325	+	DALOPK_01780	traH	Conjugal transfer protein TraH	SO:0001217, UniRef:UniRef50_A0A062WMG0
contig_2	cds	135325	138174	+	DALOPK_01785		TraG-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7M1I3R1
contig_2	ncRNA	136044	136129	-	DALOPK_01790	AS-traG	Antisense to traG	RFAM:RF02874, SO:0000644
contig_2	cds	138171	138707	+	DALOPK_01795	traS	Conjugal transfer entry exclusion protein TraS	SO:0001217, UniRef:UniRef50_A0A7D3P619
contig_2	cds	138896	139627	+	DALOPK_01800	traT	TraT complement resistance protein	SO:0001217, UniRef:UniRef50_P13979
contig_2	cds	139818	139940	+	DALOPK_01805		hypothetical protein	
contig_2	cds	139987	142269	+	DALOPK_01810	traD	Conjugal transfer protein TraD	SO:0001217, UniRef:UniRef50_A0A331MFF0
contig_2	cds	142269	147527	+	DALOPK_01815	traI	OriT nicking and unwinding protein TraI (DNA helicase I)	SO:0001217, UniRef:UniRef50_A0A2P9E096
contig_2	cds	147608	148333	+	DALOPK_01820	traX	Type-F conjugative transfer system pilin acetylase TraX	SO:0001217, UniRef:UniRef50_A0A2X1QG02
contig_2	cds	148405	148998	+	DALOPK_01825		Fertility inhibition protein	SO:0001217, UniRef:UniRef50_A0A3P2IM00
contig_2	cds	149165	149761	+	DALOPK_01830		PIN7 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUF4
contig_2	cds	149811	150032	+	DALOPK_01835		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A2W7TCE6
contig_2	cds	150088	150738	+	DALOPK_01840		DUF2726 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2Z2GWV6
contig_2	cds	150735	151043	+	DALOPK_01845		Prophage protein	SO:0001217, UniRef:UniRef50_W7NMJ6
contig_2	cds	151138	151698	+	DALOPK_01850		Phospholipase D	SO:0001217, UniRef:UniRef50_A0A663BIQ2
contig_2	cds	151834	152103	+	DALOPK_01855	copB	Protein CopB	SO:0001217, UniRef:UniRef50_A0A2S1JDS7
contig_2	ncRNA	152209	152297	-	DALOPK_01860	copA	CopA-like RNA	RFAM:RF00042, SO:0000655
contig_3	cds	1	1014	+	DALOPK_01865		Replication initiation protein	SO:0001217, UniRef:UniRef50_P13961
contig_3	cds	1338	1637	-	DALOPK_01870		hypothetical protein	
contig_3	cds	2088	2942	+	DALOPK_01875		hypothetical protein	
contig_3	cds	3169	4236	-	DALOPK_01880		hypothetical protein	PFAM:PF00672.28
contig_3	cds	4229	7234	-	DALOPK_01885		Tn3-like element Tn3 family transposase	BlastRules:WP_032495017, SO:0001217, UniRef:UniRef50_P03008
contig_3	cds	7396	7953	+	DALOPK_01890		Transposon Tn1331 resolvase	SO:0001217, UniRef:UniRef50_P21424
contig_3	cds	8136	8741	+	DALOPK_01895	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	NCBIProtein:WP_063840280.1, SO:0001217, UniRef:UniRef50_P19650
contig_3	cds	8823	9080	+	DALOPK_01900		hypothetical protein	PFAM:PF18765.4
contig_3	cds	9092	9751	+	DALOPK_01905	tnp	IS6 family IS15DII transposase	IS:IS15DII, SO:0001217, UniRef:UniRef50_Q573Q1
contig_3	cds	10116	10250	-	DALOPK_01910		hypothetical protein	
contig_3	cds	11013	11879	+	DALOPK_01915		Uncharacterized protein	SO:0001217, UniRef:UniRef50_P18351
contig_3	cds	12488	13693	+	DALOPK_01920		Plasmid partition protein A	SO:0001217, UniRef:UniRef50_P07620
contig_3	cds	13693	14667	+	DALOPK_01925		Plasmid Partition par B protein	SO:0001217, UniRef:UniRef50_P07621
contig_3	cds	14749	16020	-	DALOPK_01930	umuC	Protein UmuC	SO:0001217, UniRef:UniRef50_P04152
contig_3	cds	16020	16451	-	DALOPK_01935	samA	Protein SamA	SO:0001217, UniRef:UniRef50_A0A379XIG3
contig_3	cds	16857	18344	+	DALOPK_01940		Retron-type reverse transcriptase	SO:0001217, UniRef:UniRef50_A0A2X1Q015
contig_3	cds	18496	18771	+	DALOPK_01945	tnp	IS1 family IS1X3 transposase ORF A	IS:IS1X3, SO:0001217, UniRef:UniRef50_A0A2I8SHZ5
contig_3	cds	18816	19193	+	DALOPK_01950		Transposase	SO:0001217, UniRef:UniRef50_A0A6N3QHQ2
contig_3	oriC	19512	20056	?			origin of replication	
contig_3	cds	19554	19844	-	DALOPK_01955		hypothetical protein	
contig_3	cds	20359	21327	+	DALOPK_01960		IS5 family transposase	SO:0001217, UniRef:UniRef50_A0A7T5UB26
contig_3	cds	21369	21458	-	DALOPK_01965		hypothetical protein	
contig_3	cds	21467	21853	-	DALOPK_01970	stbA	StbA	SO:0001217, UniRef:UniRef50_A0A1V2G4P2
contig_3	cds	22400	22816	+	DALOPK_01975	traK	TraK protein	SO:0001217, UniRef:UniRef50_A0A485C5B5
contig_3	cds	22818	24347	+	DALOPK_01980		type IV secretion system DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001F38762F
contig_3	cds	24347	27589	+	DALOPK_01985		ATP-dependent RecD-like DNA helicase	SO:0001217, UniRef:UniRef50_A0A6G8F840
contig_3	cds	27589	27762	+	DALOPK_01990		hypothetical protein	
contig_3	cds	27912	28610	+	DALOPK_01995		hypothetical protein	
contig_3	cds	28642	29841	-	DALOPK_02000	tet(A)	tetracycline efflux MFS transporter Tet(A)	NCBIProtein:WP_012579085.1, SO:0001217, UniRef:UniRef50_A0A3Q8VRE3
contig_3	cds	29920	30597	+	DALOPK_02005	tetR(A)	tetracycline resistance transcriptional repressor TetR(A)	BlastRules:WP_000164043, SO:0001217, UniRef:UniRef50_P03038
contig_3	cds	30629	30871	-	DALOPK_02010		Relaxase	SO:0001217, UniRef:UniRef50_A0A2P9EC95
contig_3	cds	31140	31634	+	DALOPK_02015		Delta-FipA	SO:0001217, UniRef:UniRef50_L0R2L2
contig_3	cds	31808	32341	-	DALOPK_02020		Endonuclease	SO:0001217, UniRef:UniRef50_A0A198GLY4
contig_3	cds	32341	33336	-	DALOPK_02025		Type IV secretion system protein	SO:0001217, UniRef:UniRef50_A0A8G9M874
contig_3	cds	33378	34538	-	DALOPK_02030	traF	TraF protein	SO:0001217, UniRef:UniRef50_Q46705
contig_3	cds	34538	35422	-	DALOPK_02035	traO	TraO protein	SO:0001217, UniRef:UniRef50_Q46704
